Year,GDP_baseline,GDP,Temp,Emissions,Damages,SSP
2046,211472.86854506892,207394.40488383843,2.7416372652009446,36.0219254682386,4078.46366123052,SSP1
2047,212707.9188175268,208439.0293613171,2.7948467456564234,35.47298697031922,4268.889456209709,SSP1
2048,213645.90502910054,209190.1446085099,2.8471728331478277,34.884058327602844,4455.760420590652,SSP1
2049,214288.42661749007,209650.35297831078,2.898560337033424,34.25833592373107,4638.073639179286,SSP1
2050,214638.28741619625,209823.43315516628,2.9489589080045775,33.599047314102386,4814.854261029986,SSP1
2051,214728.45920088107,209742.61950414465,2.998309816640379,32.90060575720088,4985.839696736404,SSP1
2052,214533.7543886074,209384.31550844098,3.0465732688400307,32.175634799767714,5149.438880166421,SSP1
2053,214060.44911338718,208755.6255008396,3.093714310499533,31.42736110633501,5304.823612547593,SSP1
2054,213315.87565293087,207864.64131297727,3.1397027656797007,30.658970120111398,5451.234339953625,SSP1
2055,212308.35540251917,206720.36799669004,3.184513150007172,29.8735895516475,5587.987405829129,SSP1
2056,211190.47713042895,205472.1145897297,3.228139389814732,29.084159871707154,5718.362540699292,SSP1
2057,209821.1874676178,203983.17309063056,3.270563375729685,28.28265727663462,5838.01437698727,SSP1
2058,208211.2384082522,202264.7501328002,3.311771394628903,27.47201259947884,5946.488275451972,SSP1
2059,206372.06240639172,200328.64116138464,3.3517539574630035,26.655041889400565,6043.421245007048,SSP1
2060,204315.67446908972,198187.1318774284,3.3905056106335154,25.834435447008016,6128.542591661326,SSP1
2061,202174.5685882603,195969.21231298777,3.428034021592363,25.01894063923139,6205.3562752725165,SSP1
2062,199834.26238741638,193564.20580462326,3.464340038323763,24.2040111542665,6270.056582793126,SSP1
2063,197307.98496998713,190985.36688968062,3.499427987438887,23.391966076749675,6322.618080306507,SSP1
2064,194609.17885836365,188246.07952098333,3.5333054406880446,22.584968832771892,6363.099337380241,SSP1
2065,191751.40439839975,185359.76626582915,3.5659829767581144,21.785024046712707,6391.638132570588,SSP1
2066,188692.77403519672,182286.21161614504,3.597451222170415,20.978830274867487,6406.562419051704,SSP1
2067,185506.05595131742,179096.03894941794,3.627728279349906,20.18470478632721,6410.017001899511,SSP1
2068,182204.62407622606,175802.26309869785,3.656834425510148,19.404097440161003,6402.36097752822,SSP1
2069,178801.61782472933,172417.61164235917,3.6847918755316975,18.63830001436635,6384.00618237017,SSP1
2070,175309.87617901177,168954.46621553984,3.7116245510080956,17.888450317598785,6355.40996347192,SSP1
2071,171652.5918998818,165338.8081299359,3.73733345317513,17.13926811135642,6313.783769945894,SSP1
2072,167937.6904415649,161674.6800220189,3.7619478390556598,16.4095905870195,6263.010419545971,SSP1
2073,164176.6405113094,157972.97797658746,3.785497870926225,15.700021247043669,6203.662534721925,SSP1
2074,160380.39810677193,154244.07017005785,3.808014424631631,15.01103580360408,6136.327936714067,SSP1
2075,156559.37979562551,150497.77632091922,3.8295289099039334,14.342990181535106,6061.603474706306,SSP1
2076,152618.26352892272,146642.2926268424,3.850050704688547,13.681196523075531,5975.9709020803475,SSP1
2077,148679.74934059015,142795.43343931044,3.86961429068145,13.042390661935132,5884.315901279731,SSP1
2078,144752.25348941,138965.00738340078,3.8882540446216645,12.42650262680958,5787.246106009196,SSP1
2079,140843.5930783031,135158.23762802826,3.906004114344899,11.833379815489842,5685.355450274827,SSP1
2080,136960.99149284238,131381.77073966956,3.922898307453596,11.262795405798139,5579.220753172803,SSP1
2081,133008.44061472744,127543.25944268148,3.938951636459577,10.702219337320122,5465.181172046006,SSP1
2082,129103.09111158332,123754.87190928686,3.95419906495124,10.164952327775376,5348.21920229648,SSP1
2083,125250.08605732117,120021.2340220663,3.968674790958202,9.65048400464134,5228.852035254856,SSP1
2084,121454.02702703234,116346.45845910677,3.982412188820515,9.158265241542068,5107.5685679256085,SSP1
2085,117718.99748406376,112734.1688462912,3.9954437610026963,8.687714788120964,4984.82863777256,SSP1
2086,113964.35899390107,109106.88641651737,4.007787865901247,8.229403265700407,4857.472577383705,SSP1
2087,110284.6424964965,105554.91899013185,4.019476724117961,7.792572144475774,4729.723506364652,SSP1
2088,106682.16522132201,102080.21285456218,4.030541464364028,7.376493497377941,4601.952366759819,SSP1
2089,103158.83302486595,98684.33347621857,4.041012115093881,6.9804338199024185,4474.499548647373,SSP1
2090,99716.16865173646,95368.49287306235,4.050917602366435,6.603658181702622,4347.6757786740945,SSP1
2091,96285.69004142989,92066.9785342452,4.060276260101598,6.239105156775127,4218.711507184707,SSP1
2092,92943.98914688587,88852.85483600598,4.069115972877831,5.893141850822022,4091.134310879876,SSP1
2093,89691.26189567553,85726.09445708725,4.077463449313715,5.564984290589596,3965.16743858828,SSP1
2094,86527.43631884319,82686.4279702425,4.085344244645457,5.253863554494176,3841.008348600698,SSP1
2095,83452.19775322164,79733.36750396123,4.092782786233409,4.959027725301474,3718.830249260407,SSP1
2096,80399.50303024033,76803.64929518956,4.099794905863319,4.67474641993968,3595.853735050784,SSP1
2097,77439.99202636494,73964.62381874498,4.106403782958732,4.4059180636091035,3475.3682076199593,SSP1
2098,74572.40862733789,71214.93403591315,4.1126314769196455,4.1517959739419075,3357.4745914247374,SSP1
2099,71795.35454061045,68553.09933527096,4.1184989655460384,3.911659084262039,3242.2552053394893,SSP1
2100,69107.30823596296,65977.53291903115,4.124026184027905,3.6848123212440966,3129.775316931807,SSP1
