Year,GDP_baseline,GDP,Temp,Emissions,Damages,SSP
2043,179983.64320958854,177029.72538337496,2.5281804300855466,32.594662138395535,2953.917826213588,SSP3
2044,179511.18030494664,176447.67318275187,2.5759351144249365,31.83645622625992,3063.507122194778,SSP3
2045,178886.7800187462,175717.50923695025,2.6225409372310606,31.07054853741604,3169.27078179595,SSP3
2046,177924.52587023482,174657.20617355604,2.6679301497207,30.259474993092766,3267.319696678824,SSP3
2047,176823.6942238273,173463.21951746996,2.712100520281471,29.446913707180872,3360.4747063573386,SSP3
2048,175588.5341926089,172140.12353393808,2.755052145901696,28.634417080149934,3448.410658670836,SSP3
2049,174223.69882209215,170692.85801109835,2.7967873853751386,27.823492982294958,3530.8408109937723,SSP3
2050,172734.20728344665,169126.68919926742,2.8373107819605123,27.015597723582545,3607.5180841792553,SSP3
2051,171027.4804889554,167351.34951527783,2.876596500068905,26.190478738928483,3676.130973677554,SSP3
2052,169211.28446004074,165472.77504297148,2.914655674321827,25.372782835281292,3738.5094170692487,SSP3
2053,167291.61707641752,163497.06993026222,2.9515012702962022,24.563730649583526,3794.5471461552447,SSP3
2054,165274.65656808278,161430.47870295573,2.9871479703329955,23.76446669119526,3844.1778651270533,SSP3
2055,163166.71986562383,159279.34594492067,3.021612055159271,22.976056550850387,3887.3739207031826,SSP3
2056,160907.814317309,156985.28854224228,3.0548910569973113,22.186001225360105,3922.525775066725,SSP3
2057,158574.05897210576,154622.80579147107,3.0870057341562713,21.409784772640254,3951.253180634712,SSP3
2058,156171.98819379086,152198.34129284436,3.1179780152247014,20.648187378953352,3973.6469009465104,SSP3
2059,153708.10623033467,149718.27862788696,3.1478308726724964,19.90190496519673,3989.827602447694,SSP3
2060,151188.85433867655,147188.91119339966,3.176588198135488,19.17155030866136,3999.943145276905,SSP3
2061,148555.66757377796,144553.2506821088,3.2042569784722756,18.445853557858165,4002.4168916691174,SSP3
2062,145883.18363519572,141884.00161282328,3.230864125860781,17.738098259003657,3999.182022372436,SSP3
2063,143177.47632703432,139187.0127346182,3.2564370452310945,17.04861291354244,3990.463592416137,SSP3
2064,140444.43733894336,136467.93559580692,3.281003522962389,16.377651820863132,3976.501743136442,SSP3
2065,137689.75785641736,133732.2089455807,3.304591620985801,15.72539868227453,3957.5489108366737,SSP3
2066,134811.20086353022,130880.47430295925,3.3272063856710625,15.0765097901742,3930.726560570951,SSP3
2067,131928.00576240564,128028.51639281282,3.3488783093244336,14.447949102247506,3899.48936959279,SSP3
2068,129045.08522406801,125180.9575874594,3.3696377579186336,13.839632396132982,3864.1276366086117,SSP3
2069,126167.08626899059,122342.15384526832,3.3895148911094086,13.251422127183652,3824.9324237222813,SSP3
2070,123298.38665078703,119516.19311748442,3.4085395890574803,12.683131965380932,3782.1935333026036,SSP3
2071,120378.65843345868,116644.45954392997,3.4267281165642958,12.125685004543907,3734.1988895287122,SSP3
2072,117480.17080675992,113796.8874836154,3.4441108839909367,11.588511617760435,3683.2833231445275,SSP3
2073,114606.39720676249,110976.66678022567,3.4607177651238947,11.071254088638556,3629.730426536812,SSP3
2074,111760.53830040766,108186.72294116177,3.4765780518844087,10.573524507009317,3573.815359245872,SSP3
2075,108945.5282606874,105429.72440100089,3.491720415139123,10.094908836476506,3515.8038596865067,SSP3
2076,106126.46712459158,102671.73886347591,3.5061656987539918,9.630189076579246,3454.7282611156693,SSP3
2077,103345.8005646682,99953.6980521745,3.5199419460846233,9.184164887087533,3392.1025124937,SSP3
2078,100605.63513506885,97277.47227342104,3.53307644941912,8.756335556331376,3328.162861647812,SSP3
2079,97907.84244523225,94644.70917354911,3.545595733571968,8.34618943523213,3263.133271683119,SSP3
2080,95254.06997747169,92056.8447232252,3.5575255439402955,7.953206912218143,3197.2252542465026,SSP3
2081,92635.52981265231,89505.2374233617,3.5688886512368736,7.575404864385289,3130.2923892906033,SSP3
2082,90064.36788256333,87001.48589989443,3.5797094390522144,7.213858543560589,3062.8819826689037,SSP3
2083,87541.60161830884,84546.43281837975,3.5900114845067312,6.8680303030112455,2995.1687999290975,SSP3
2084,85068.06889147995,82140.75353337206,3.599817561212837,6.537384470737465,2927.315358107895,SSP3
2085,82644.43935430326,79784.96713393982,3.60914964498762,6.22138918318859,2859.4722203634396,SSP3
2086,80276.17087157047,77484.22053371843,3.618029025260811,5.919586848794326,2791.9503378520462,SSP3
2087,77958.34054119175,75233.64525408875,3.626476092096138,5.631377890217799,2724.69528710298,SSP3
2088,75691.19445539927,73033.37021858041,3.634510470250996,5.356252103238621,2657.8242368188494,SSP3
2089,73474.85301526447,70883.40897012028,3.642151032844497,5.09370839566717,2591.4440451441706,SSP3
2090,71309.32075281042,68783.66902726036,3.649415916431325,4.843255724552028,2525.651725550077,SSP3
2091,69200.69499024806,66739.93962217664,3.656323009110409,4.604728452722646,2460.755368071426,SSP3
2092,67142.13627055714,64745.53642258864,3.662888971863463,4.377308502035968,2396.5998479685068,SSP3
2093,65133.37689346417,62800.12103013472,3.6691297848515125,4.160541992032883,2333.2558633294566,SSP3
2094,63174.06799362792,60903.28175981025,3.6750607658349512,3.9539873222926527,2270.7862338176706,SSP3
2095,61263.78723308687,59054.54085914888,3.6806965890912346,3.75721550418862,2209.2463739379727,SSP3
2096,59406.56357996085,57257.71541525173,3.6860518301914986,3.570160733509457,2148.848164709129,SSP3
2097,57597.004806075085,55507.544928254116,3.6911398795561228,3.3920329097493003,2089.459877820975,SSP3
2098,55834.52583929658,53803.408092491154,3.695973546708271,3.2224447680992054,2031.1177468054227,SSP3
2099,54118.49427135309,52144.6418692113,3.7005650796894125,3.061021987427372,1973.8524021417984,SSP3
2100,52448.23597647365,50530.54669947578,3.7049261844267374,2.9074031582166597,1917.6892769978685,SSP3
