Year,GDP_baseline,GDP,Temp,Emissions,Damages,SSP
2020,123959.23437599998,123482.63591167115,1.252958547527486,35.30569835165744,476.59846432884467,SSP5
2021,128449.83279496693,127911.41648039353,1.3074627393920868,36.33612790973383,538.4163145733992,SSP5
2022,132857.79262938804,132251.3957803368,1.3628116871278824,36.8992984905303,606.3968490512225,SSP5
2023,137175.19540708445,136494.9610748447,1.4188276550791308,37.34397863416568,680.2343322397644,SSP5
2024,141394.34420602076,140634.36346078292,1.4754207669298331,37.728741233801635,759.9807452378692,SSP5
2025,145507.4128877069,144661.689843529,1.5325022637418184,38.054331207990046,845.7230441778964,SSP5
2026,149630.76765145565,148692.4834264016,1.5900617844327902,38.373013793981244,938.2842250540388,SSP5
2027,153630.40181843122,152593.31186407313,1.6480093746596802,38.631726817926555,1037.0899543581081,SSP5
2028,157497.89658321504,156355.79331285125,1.7062563379984335,38.83130889250229,1142.1032703638048,SSP5
2029,161224.81220940745,159971.57957252074,1.7647153264990152,38.97265900038781,1253.2326368867452,SSP5
2030,164802.75061360627,163432.42103404406,1.8233004467531422,39.0567468360845,1370.3295795621832,SSP5
2031,169743.17175777018,168236.49513083912,1.8824474314098918,39.43132310449983,1506.676626931052,SSP5
2032,174491.23028401018,172840.29298208753,1.9420423314911273,39.7299333874902,1650.937301922692,SSP5
2033,179035.8493698776,177232.9617909267,2.0019732677872346,39.953957530738144,1802.8875789508782,SSP5
2034,183366.12904438667,181403.91253036293,2.0621305848683584,40.10487805408272,1962.2165140237541,SSP5
2035,187471.44824036,185342.92339946394,2.122407023189272,40.18429221394243,2128.524840896066,SSP5
2036,192869.4424886533,190549.74135548322,2.1831522688422957,40.49683043534921,2319.701133170086,SSP5
2037,197985.7366445582,195466.24327153905,2.2442338248428486,40.72103733370196,2519.4933730191474,SSP5
2038,202807.61083050506,200080.3183336208,2.30552249186735,40.85911134966722,2727.292496884297,SSP5
2039,207322.96150754794,204380.5907748068,2.3668926030191173,40.913407434511846,2942.3707327411585,SSP5
2040,211520.44484545424,208356.5596426286,2.4282222725319533,40.88644634189056,3163.885202825676,SSP5
2041,216602.31961832108,213192.3442557134,2.489711613441292,40.992893939559124,3409.975362607708,SSP5
2042,221308.29104005764,217645.54307180323,2.551223274762235,41.00777421396191,3662.747968254456,SSP5
2043,225627.16742541012,221706.14262519614,2.61262481160382,40.93435789439004,3921.024800214027,SSP5
2044,229549.05962634372,225365.5490311153,2.6737889738492973,40.776108163651415,4183.510595228421,SSP5
2045,233065.52958797856,228616.72260782396,2.7345939922117166,40.53667890827952,4448.806980154613,SSP5
2046,236560.85622828663,231837.61794963974,2.794991889539558,40.26526488522769,4723.238278646866,SSP5
