Year,GDP_baseline,GDP,Temp,Emissions,Damages,SSP
2047,239623.1368415074,234625.08088008888,2.8548665601824554,39.91644709526515,4998.055961418531,SSP5
2048,242248.2095302497,236976.59720820474,2.914108348587053,39.49452560306479,5271.612322044991,SSP5
2049,244433.83741278056,238891.61465324828,2.9726142735847496,39.00394999846459,5542.222759532265,SSP5
2050,246179.77153113513,240371.58248689404,3.030288223064456,38.44929965313743,5808.1890442411195,SSP5
2051,247865.0253499793,241787.9532647647,3.087097129589737,37.87260435018746,6077.0720852145105,SSP5
2052,249097.67439308277,242759.24696586648,3.1429534521718345,37.23754838806502,6338.427427216271,SSP5
2053,249882.96821683546,243292.38549370345,3.197777116133494,36.549109307772895,6590.582723132034,SSP5
2054,250228.22089340346,243396.2826790968,3.2514955588852814,35.81229516785828,6831.93821430668,SSP5
2055,250142.75015400333,243081.7615269022,3.3040437311915767,35.03211487086347,7060.98862710112,SSP5
2056,250203.47395047673,242910.64260012624,3.355457077010084,34.27556387900509,7292.831350350517,SSP5
2057,249824.77418235285,242314.59774105978,3.4056757356918634,33.47910578785234,7510.176441293103,SSP5
2058,249020.87824730406,241309.11635028868,3.454647539189833,32.647868998646885,7711.761897015379,SSP5
2059,247807.71451743448,239911.23389966105,3.5023278504921898,31.786874201571173,7896.4806177734035,SSP5
2060,246202.7519338519,238139.36019025103,3.548679360689225,30.901006798023225,8063.391743600856,SSP5
2061,244752.83983766905,236523.35741021295,3.5937493167271395,30.0466373586098,8229.482427456092,SSP5
2062,242914.46777039877,234538.0138825283,3.6375056274964264,29.170873846190865,8376.453887870492,SSP5
2063,240708.7386818384,232204.9890278071,3.6799231972704236,28.278379849331696,8503.749654031295,SSP5
2064,238157.71468356886,229546.7179387785,3.720983593916352,27.37359776395244,8610.996744790335,SSP5
2065,235284.21268626384,226586.20956423922,3.760674692208905,26.4607321950352,8698.003122024602,SSP5
2066,232380.10585399554,223605.21463000006,3.7990144458464696,25.559835758376757,8774.891223995433,SSP5
2067,229180.3279498507,220348.90899386245,3.835999091418331,24.656430381240654,8831.418955988305,SSP5
2068,225709.18641616835,216841.3537813408,3.871630234614603,23.754095464181457,8867.832634827557,SSP5
2069,221991.03258419305,213106.50299423063,3.905914433064334,22.856132299820416,8884.529589962398,SSP5
2070,218050.08124801944,209168.03635104216,3.9388627764690085,21.965562269782858,8882.04489697733,SSP5
2071,214078.75779865927,205210.7403415024,3.97049840902743,21.09042170561418,8868.017457156886,SSP5
2072,209918.03962817037,201082.13385271985,4.000839014038671,20.227070007493843,8835.90577545051,SSP5
2073,205591.29269834945,196804.74781643064,4.029905691294868,19.377784837464823,8786.544881918835,SSP5
2074,201121.19457753166,192400.3435686385,4.057722556972735,18.54457711857772,8720.851008893154,SSP5
2075,196529.62413290754,187889.8182815648,4.084316358060137,17.72920072493497,8639.805851342733,SSP5
2076,191931.50572363863,183382.8804698927,4.109715324284917,16.932644149853246,8548.625253745893,SSP5
2077,187244.55123776395,178800.63474476035,4.133950286595101,16.15664154012282,8443.916493003619,SSP5
2078,182488.16092325991,174161.39310324908,4.157053688710399,15.402268076865639,8326.767820010868,SSP5
2079,177680.66083603236,169482.3819266597,4.179059273677389,14.670389977993146,8198.278909372668,SSP5
2080,172839.2687999034,164779.719731461,4.200001792529441,13.961679234701084,8059.549068442393,SSP5
2081,168029.2134879317,160115.23241245153,4.219912667584409,13.273916703312098,7913.981075480155,SSP5
2082,163211.678781746,155451.5412247157,4.238828287239763,12.610413103569428,7760.137557030277,SSP5
2083,158400.76253056468,150801.69722087402,4.256785288949699,11.971334473290124,7599.065309690668,SSP5
2084,153609.43356820484,146177.6570896341,4.273820355639913,11.356711126809534,7431.776478570739,SSP5
2085,148849.55237265388,141590.30960175715,4.289970033442808,10.766451868596766,7259.242770896758,SSP5
2086,144163.82603039642,137079.8663907207,4.305266907745638,10.19791620188693,7083.959639675704,SSP5
2087,139526.92469866143,132621.8330779061,4.319747194248457,9.653524335212367,6905.091620755332,SSP5
2088,134947.78815179964,128224.3146979116,4.333446516388659,9.132881426801907,6723.4734538880275,SSP5
2089,130434.3842326019,123894.49736905503,4.3463997991093875,8.635521813818794,6539.886863546852,SSP5
2090,125993.75559580314,119638.69601219479,4.358641178825698,8.160919810872917,6355.0595836083485,SSP5
2091,121649.02189235896,115478.4968679649,4.3702007021464295,7.706348880488285,6170.525024394049,SSP5
2092,117386.85097755687,111400.89554997844,4.381111105136747,7.273601993544682,5985.955427578435,SSP5
2093,113211.93618242262,107410.01248037894,4.391404119371882,6.862009490089944,5801.923702043688,SSP5
2094,109128.24028826537,103509.28956557706,4.401110435997724,6.470877750561856,5618.950722688337,SSP5
2095,105139.0468056493,99701.53980097646,4.410259680055971,6.099496038830871,5437.5070046728515,SSP5
2096,101242.35357490812,95984.58074613633,4.41887670353406,5.744682318726496,5257.772828771785,SSP5
2097,97445.37614328481,92364.99534846425,4.426989437615076,5.408489387343849,5080.380794820553,SSP5
2098,93749.63118653909,88843.96716677098,4.434624677525708,5.090159940421683,4905.664019768138,SSP5
2099,90156.14876555596,85422.23489903413,4.441808090650343,4.7889420830903,4733.91386652183,SSP5
2100,86665.51654200983,82100.13400947662,4.448564229947662,4.504092864879191,4565.382532533202,SSP5
