,Continent,Year,energy_intensity,carbon_intensity
296,Europe,2094,0.21038788038282805,0.10262951995187539
297,Europe,2095,0.20553873517236274,0.1018790894525644
298,Europe,2096,0.20080135594969764,0.10113414612628648
299,Europe,2097,0.19617316666575876,0.10039464985064836
300,Europe,2098,0.19165165064578596,0.09966056079663232
301,Europe,2099,0.1872343492208383,0.09893183942645248
302,Europe,2100,0.1829188603908414,0.09820844649142386
303,North America,2000,2.065291117295831,0.21942121688941785
304,North America,2001,1.9982879601604722,0.22159531114207573
305,North America,2002,1.9941679768417926,0.21953036480045574
306,North America,2003,1.9502152128626882,0.22220197003308703
307,North America,2004,1.9174282728798082,0.22044769541599168
308,North America,2005,1.867324885413096,0.22014276163136096
309,North America,2006,1.8023043288354956,0.2194919834307043
310,North America,2007,1.7934627368725387,0.21898194697847448
311,North America,2008,1.7579566493001042,0.21583638275324998
312,North America,2009,1.7260175763448098,0.21081898829866597
313,North America,2010,1.7247080262559156,0.2111691953495661
314,North America,2011,1.6901272287540472,0.20859589848703744
315,North America,2012,1.6199316938624435,0.20707885807924367
316,North America,2013,1.627241423150757,0.2064962881638375
317,North America,2014,1.601667606100439,0.2058673385462048
318,North America,2015,1.5499204635093342,0.2028713329010895
319,North America,2016,1.5211972271605845,0.19889412262394726
320,North America,2017,1.4969669406566062,0.19584443404688268
321,North America,2018,1.499184325683587,0.19545841843096542
322,North America,2019,1.4590211552175865,0.1937078692874105
323,North America,2020,1.4021765939008497,0.1880620536113963
324,North America,2021,1.3900066524074586,0.1902942128555808
325,North America,2022,1.3689902265058767,0.19005959682259765
326,North America,2023,1.3440793224678191,0.18853725923157694
327,North America,2024,1.3196217110303703,0.18702711524603463
328,North America,2025,1.2956091438304347,0.18552906719774293
329,North America,2026,1.272033522596698,0.18404301820077615
330,North America,2027,1.248886896418447,0.18256887214524462
331,North America,2028,1.2261614590641683,0.18110653369107868
332,North America,2029,1.2038495463488494,0.17965590826186276
333,North America,2030,1.18194363354924,0.17821690203871854
334,North America,2031,1.1604363328660945,0.17678942195423727
335,North America,2032,1.1393203909326772,0.17537337568646072
336,North America,2033,1.1185886863685293,0.17396867165291016
337,North America,2034,1.0982342273777481,0.1725752190046634
338,North America,2035,1.078250149391045,0.17119292762047905
339,North America,2036,1.058629712750626,0.16982170810096803
340,North America,2037,1.039366300437248,0.16846147176281165
341,North America,2038,1.0204534158385925,0.16711213063302605
342,North America,2039,1.0018846805583164,0.16577359744327252
343,North America,2040,0.9836538322649074,0.16444578562421355
344,North America,2041,0.9657547225796838,0.16312860929991385
345,North America,2042,0.9481813150032862,0.16182198328228642
346,North America,2043,0.9309276828798397,0.16052582306558297
347,North America,2044,0.9139880073981608,0.1592400448209286
348,North America,2045,0.897356575629395,0.15796456539090017
349,North America,2046,0.8810277786002978,0.15669930228414805
350,North America,2047,0.8649961094016129,0.15544417367006108
351,North America,2048,0.849256161330835,0.15419909837347417
352,North America,2049,0.8338026260688294,0.1529639958694183
353,North America,2050,0.8186302918895746,0.15173878627791262
354,North America,2051,0.8037340419024834,0.1505233903587982
355,North America,2052,0.7891088523267604,0.14931772950661312
356,North America,2053,0.7747497907971004,0.14812172574550891
357,North America,2054,0.7606520147002533,0.1469353017242072
358,North America,2055,0.7468107695418249,0.14575838071099723
359,North America,2056,0.7332213873428487,0.14459088658877317
360,North America,2057,0.7198792850654876,0.14343274385011126
361,North America,2058,0.706779963067383,0.14228387759238645
362,North America,2059,0.6939190035841748,0.14114421351292794
363,North America,2060,0.6812920692395886,0.1400136779042139
364,North America,2061,0.6688949015826355,0.13889219764910424
365,North America,2062,0.6567233196514728,0.13777970021611183
366,North America,2063,0.6447732185633491,0.1366761136547117
367,North America,2064,0.6330405681302365,0.13558136659068737
368,North America,2065,0.6215214114996263,0.134495388221515
369,North America,2066,0.6102118638201018,0.1334181083117841
370,North America,2067,0.5991081109311535,0.13234945718865518
371,North America,2068,0.5882064080768348,0.13128936573735353
372,North America,2069,0.5775030786428643,0.13023776539669937
373,North America,2070,0.5669945129166656,0.12919458815467358
374,North America,2071,0.5566771668699942,0.12815976654401912
375,North America,2072,0.5465475609636938,0.12713323363787754
376,North America,2073,0.5366022789742407,0.12611492304546054
377,North America,2074,0.5268379668416057,0.12510476890775607
378,North America,2075,0.5172513315380809,0.12410270589326908
379,North America,2076,0.5078391399577254,0.12310866919379605
380,North America,2077,0.49859821782597996,0.12212259452023363
381,North America,2078,0.4895254486291459,0.1211444180984203
382,North America,2079,0.4806177725633226,0.12017407666501352
383,North America,2080,0.4718721855025058,0.1192115074633956
384,North America,2081,0.46328573798543077,0.11825664823961661
385,North America,2082,0.4548555342208529,0.11730943723836779
386,North America,2083,0.44657873111095814,0.11636981319898744
387,North America,2084,0.438452537292514,0.11543771535149894
388,North America,2085,0.4304742121954692,0.11451308341268047
389,North America,2086,0.4226410651187119,0.11359585758216621
390,North America,2087,0.41495045432261396,0.11268597853857874
391,North America,2088,0.40739978613810696,0.11178338743569245
392,North America,2089,0.39998651409195196,0.11088802589862772
393,North America,2090,0.39270813804795557,0.10999983602007544
394,North America,2091,0.38556220336378644,0.10911876035655196
395,North America,2092,0.3785463000631359,0.10824474192468393
396,North America,2093,0.37165806202296636,0.10737772419752284
397,North America,2094,0.3648951661755223,0.10651765110088926
398,North America,2095,0.35825533172487767,0.10566446700974616
399,North America,2096,0.3517363193777242,0.10481811674460145
400,North America,2097,0.34533593058818174,0.10397854556793919
401,North America,2098,0.3390520068163282,0.1031456991806795
402,North America,2099,0.33288242880022145,0.10231952371866677
403,North America,2100,0.32682511584119034,0.10149996574918602
404,Oceania,2000,1.9248526140000126,0.251712740089194
405,Oceania,2001,1.8781972541492014,0.2565573045080536
406,Oceania,2002,1.8331724663480498,0.2544087267610171
407,Oceania,2003,1.7794056125361575,0.2570604753222331
408,Oceania,2004,1.7553189277472176,0.257287554545239
409,Oceania,2005,1.6943547432583868,0.2596754614197878
410,Oceania,2006,1.7051570300015042,0.2533756025534069
411,Oceania,2007,1.6568212950370802,0.2516935006251941
412,Oceania,2008,1.6405419508023837,0.25176997651431016
413,Oceania,2009,1.5811841286332853,0.2552568254820554
414,Oceania,2010,1.538314496849557,0.2540256718698116
415,Oceania,2011,1.5381192751267188,0.24551422440778872
416,Oceania,2012,1.4668872951182672,0.2510194242268152
417,Oceania,2013,1.4524374034385448,0.24358132913407005
418,Oceania,2014,1.4320823053518466,0.23771844474604734
419,Oceania,2015,1.425136416899118,0.2376253459460928
420,Oceania,2016,1.3919081850042938,0.24058986874494448
421,Oceania,2017,1.3562623776661116,0.24338692744098
422,Oceania,2018,1.3325983059593929,0.24101575661965097
423,Oceania,2019,1.3468546893862114,0.2337957374207056
424,Oceania,2020,1.2872664601489774,0.23784074706409156
425,Oceania,2021,1.222193387362535,0.23212056829601538
426,Oceania,2022,1.2277394493194018,0.23441919154736018
427,Oceania,2023,1.2035243426461517,0.23331878920261626
428,Oceania,2024,1.1797868384410084,0.2322235523279532
429,Oceania,2025,1.1565175167943085,0.23113345667580257
430,Oceania,2026,1.1337071435883397,0.23004847811241802
431,Oceania,2027,1.1113466668329128,0.228968592617341
432,Oceania,2028,1.0894272130732023,0.22789377628286894
433,Oceania,2029,1.0679400838684405,0.22682400531352598
434,Oceania,2030,1.04687675234003,0.2257592560255361
435,Oceania,2031,1.0262288597878104,0.22469950484629891
436,Oceania,2032,1.005988212372991,0.22364472831386764
437,Oceania,2033,0.9861467778665439,0.2225949030764298
438,Oceania,2034,0.9666966824617267,0.22155000589179008
439,Oceania,2035,0.9476302076494427,0.22051001362685602
440,Oceania,2036,0.9289397871552947,0.21947490325712554
441,Oceania,2037,0.910618003936983,0.21844465186617748
442,Oceania,2038,0.8926575872409588,0.2174192366451641
443,Oceania,2039,0.8750514097171234,0.21639863489230618
444,Oceania,2040,0.8577924845904409,0.21538282401238998
445,Oceania,2041,0.8408739628883064,0.2143717815162686
446,Oceania,2042,0.8242891307226595,0.2133654850203617
447,Oceania,2043,0.808031406625644,0.21236391224616163
448,Oceania,2044,0.7920943389378461,0.21136704101973963
449,Oceania,2045,0.7764716032480408,0.2103748492712551
450,Oceania,2046,0.7611569998834394,0.20938731503446686
451,Oceania,2047,0.746144451449411,0.2084044164462469
452,Oceania,2048,0.7314280004177826,0.2074261317460964
453,Oceania,2049,0.7170018067626522,0.20645243927566376
454,Oceania,2050,0.7028601456428589,0.20548331747826543
455,Oceania,2051,0.6889974051301607,0.20451874489840838
456,Oceania,2052,0.6754080839821973,0.2035587001813152
457,Oceania,2053,0.662086789459425,0.2026031620724514
458,Oceania,2054,0.649028235185061,0.20165210941705472
459,Oceania,2055,0.6362272390472605,0.2007055211596669
460,Oceania,2056,0.6236787211426655,0.19976337634366734
461,Oceania,2057,0.6113777017605174,0.19882565411080907
462,Oceania,2058,0.5993192994065086,0.1978923337007582
463,Oceania,2059,0.5874987288656531,0.19696339445063216
464,Oceania,2060,0.5759112993033205,0.1960388157945437
465,Oceania,2061,0.5645524124037461,0.19511857726314533
466,Oceania,2062,0.5534175605452508,0.19420265848317597
467,Oceania,2063,0.5425023250114559,0.19329103917701
468,Oceania,2064,0.5318023742377591,0.19238369916220835
469,Oceania,2065,0.5213134620924353,0.19148061835107164
470,Oceania,2066,0.5110314261915999,0.19058177675019541
471,Oceania,2067,0.5009521862474269,0.18968715446002765
472,Oceania,2068,0.49107174244894525,0.188796731674428
473,Oceania,2069,0.48138617387475297,0.18791048868022947
474,Oceania,2070,0.4718916369370738,0.18702840585680192
475,Oceania,2071,0.4625843638564668,0.18615046367561766
476,Oceania,2072,0.45346066116663686,0.1852766426998191
477,Oceania,2073,0.4445169082487327,0.18440692358378857
478,Oceania,2074,0.4357495558945558,0.18354128707271983
479,Oceania,2075,0.4271551248980923,0.18267971400219155
480,Oceania,2076,0.4187302046748557,0.18182218529774438
481,Oceania,2077,0.4104714519084297,0.18096868197445662
