Scenario,Region,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
SSP2,Albania,,0.052868306981609825,0.050213599014271804,0.04781274881738584,0.04563100503534567,0.04363968246504246,0.03719573761292394,0.035861830379797954,0.03462028364019276,0.03346182574188994,0.03237838583720154,0.029691631020983378,0.028835459205920566,0.028027279724764265,0.027263167308427816,0.026539613388321115,0.023494544754664393,0.022955222257971197,0.022440104667829086,0.021947598265542823,0.021476246240797803,0.01850201769978188,0.01816591168033943,0.017841799133069935,0.017529049355475612,0.017227075105697542,0.01412422837605476,0.01392751300170847,0.013736201871548115,0.013550075301827613,0.013368925356541883,0.01133995120003961,0.011212798610975128,0.011088465876200715,0.010966860220872343,0.010847892895793354,0.0098078493277447,0.009712589711274422,0.009619162730308828,0.009527516003456249,0.009437599126741691,0.009652395456597462,0.009560117422622971,0.00946958705840073,0.009380755180545153,0.00929357443402723,0.009529749529749498,0.009439790688871241,0.00935151435077608,0.009264873750935987,0.009179823841984236,0.00804362000699288,0.007979436452300481,0.007916269086188032,0.007854093964933417,0.007792887891177935,0.0065516583544544815,0.006509013521636353,0.006466920250283836,0.006425367908441171,0.006384346135664742,0.005335796279192451,0.0053074766649516825,0.005279456075029998,0.005251729798242177,0.005224293221854248,0.004592265117633998,0.004571272621829436,0.004550471177519277,0.0045298581883947975,0.004509431104978923,0.004360207038643926,0.004341278167023344,0.004322512935987621,0.004303909232654224,0.004285464980358977,0.004709797460676679,0.004687719252445044,0.004665847071299911,0.004644178046761871,0.004622709361429056
SSP2,Algeria,,0.03431624982209169,0.03317771506344824,0.03211230224938677,0.03111318620987391,0.030174365555578175,0.019500154614127352,0.0191271718065682,0.018768189422976755,0.01842243369770591,0.018089186852274564,0.023611886780744662,0.023067226050885292,0.022547126389657057,0.02204996308509033,0.021574251632994423,0.022833468086095765,0.022323739688359323,0.02183627242693631,0.02136963916447554,0.02092253220093432,0.024743020317382625,0.024145585602250996,0.023576321512973175,0.02303328146368666,0.022514694175669536,0.027586520881706766,0.026845934936978733,0.02614407285804421,0.025477974827868843,0.024844975175742245,0.030131188275179355,0.029249855375828693,0.028418614997179903,0.027633314472101045,0.026890247798453615,0.03208798850732464,0.03109036134964871,0.03015289688961209,0.029270312184389358,0.028437925234887862,0.033144353064555654,0.03208104749954965,0.031083845185679415,0.03014676772487057,0.0292645365392461,0.03218252411423306,0.031179101914993623,0.030236359384214984,0.029348953867525562,0.028512152032849736,0.03105455435333604,0.03011921553735153,0.029238572665242435,0.028407964335740443,0.02762324419967843,0.02996933567350557,0.029097308662988874,0.028274594071956427,0.027497124051260924,0.026761266194930133,0.02929816173729205,0.028464212631878816,0.027676424986181614,0.026931069267793983,0.026224807169380693,0.028883065210322023,0.028072252510461748,0.02730571945883331,0.026579935204894767,0.02589173457748295,0.02833655932311041,0.027555724890071742,0.02681676937084787,0.026116411584589994,0.02545170439702793,0.02722223035591398,0.026500818957629013,0.025816656419757944,0.025166930423864864,0.024549104811115496
SSP2,Angola,,0.0254643859082897,0.02483205292959534,0.02423036326645933,0.02365714211906811,0.02311041572971928,0.040174068543893826,0.03862244768333056,0.03718622466660415,0.035852987421383764,0.03461204230402881,0.04442602387012995,0.04253630497017791,0.040800790118666,0.0392013442976098,0.03772256888688452,0.04570353297079266,0.04370601373120664,0.041875789883550896,0.04019268927271202,0.03863965752423626,0.04893403396140683,0.046651202437013595,0.044571871057321966,0.0426699897750511,0.040923772807786474,0.05130303708326944,0.04879947576828503,0.046528890312933946,0.04446020625290226,0.04256764019034032,0.05223985741888826,0.049646339711015175,0.047298159230168446,0.045162076160752296,0.04321059593613308,0.05183300801569435,0.04927874255769815,0.04696439616948411,0.04485768221088726,0.04293185854361514,0.050464752574581606,0.04804040540236865,0.0458383142049994,0.04382925504105639,0.04198891229517465,0.04806943135406838,0.04586473941136182,0.04385341400569209,0.042011084523265296,0.04031731058070842,0.04555188986898506,0.04356731627608945,0.04174844841975012,0.04007536414676638,0.03853121180275454,0.04266255434810651,0.04091693345099534,0.03930854820023133,0.03782182708715531,0.03644346852225033,0.03979374957491677,0.038270810524861254,0.036860142977066745,0.03554977325218878,0.034329371866446357,0.03714523763095845,0.03581488520913956,0.034576530730110244,0.033420950217872614,0.03234011291412897,0.03449348164095212,0.03334335329618221,0.032267448365369544,0.031258806442522324,0.030311311037773514,0.03189176782617564,0.03090611711474378,0.02997956516277389,0.029106951416105087,0.028283699158821562
SSP2,Antigua and Barbuda,,0.06801612921754918,0.0636845524677414,0.059871653038481965,0.056489531413392635,0.05346908770389813,0.03062666095156441,0.029716542480365815,0.02885895414361772,0.028049475613145747,0.02728416898069641,0.030012712525926855,0.029138196219273604,0.028313200623899082,0.02753363528419217,0.026795848173453818,0.027596259821523805,0.026855157906390925,0.02615281980093931,0.025486281669052646,0.024852874314000406,0.026446229351752892,0.025764846316844947,0.025117692821466253,0.024502252763128007,0.023916250742294087,0.025636343112292792,0.024995548650801114,0.02438600702578886,0.023805486270347842,0.02325196200800783,0.025163648653456105,0.024545982181975123,0.023957911708071267,0.023397359827131092,0.022862439112685484,0.02503624118657788,0.024424737565957644,0.023842393365071546,0.023287171462698097,0.022757220174480564,0.024824780196344376,0.0242234386561071,0.023650541221640786,0.0231041163651573,0.02258237064595181,0.023523643563367003,0.0229829996710873,0.022466648691597868,0.02197298926116309,0.021500557736901182,0.022188908479729097,0.021707248333118656,0.021246054942385184,0.020804050933233675,0.02038006306324336,0.020646332890237762,0.020228684731342428,0.019827598492459186,0.01944210817766523,0.019071321482315273,0.01917631140075393,0.018815499522745194,0.018468014602799787,0.01813313166246311,0.01781017737125845,0.01779123555043305,0.01748024047467034,0.01717993114688432,0.016889766127723194,0.016609239949417987,0.016420220082530967,0.01615495221179053,0.015898118861328525,0.015649324047521507,0.015408196192320256,0.015001368254724978,0.014779653233886192,0.014564396503996324,0.014355319932556787,0.0141521611317732
SSP2,Argentina,,0.02962002717898171,0.028767920589245266,0.027963469713138123,0.02720278544620003,0.026482390655106824,0.026370104242458003,0.025692588018160656,0.025049014020666505,0.024436893922187952,0.023853976820991107,0.022586075733932676,0.02208721228452304,0.0216099096232254,0.021152799536953593,0.02071462718071726,0.02291273226409718,0.022399498550949026,0.021908753459578323,0.021439050585884578,0.020989064960447168,0.02375296519460779,0.023201852402051415,0.02267573338299078,0.02217294558068761,0.02169197069493123,0.02447028576494592,0.023885793570551872,0.023328572112770285,0.022796756338588464,0.022288647473029277,0.024629238334090253,0.024037219915892916,0.023472994387711,0.02293464948897217,0.022420444454031907,0.023936703296703277,0.023377131828203668,0.02284312508179842,0.02233297024895342,0.02184510418705865,0.023167195335154878,0.022642629123352798,0.0221412920589501,0.02166167459525048,0.021202395209581004,0.022037189927571532,0.021562023520037776,0.021106915707125085,0.02067062261791519,0.020252001144989595,0.020577609701476707,0.02016270933819131,0.01976420933016776,0.019381156103870367,0.01901266860567241,0.019173610712027944,0.01881289950063847,0.018465509722009887,0.018130716794769297,0.017807847750480832,0.017965445150644355,0.01764838407455538,0.017342320147842427,0.017046690975484058,0.016760971867608276,0.01691324599335342,0.016631945802644932,0.016359849669600912,0.01609651313451521,0.01584151990135263,0.015890255372766227,0.015641704690764424,0.015400809772307511,0.015167222267392866,0.014940614644271877,0.014875217834478649,0.014657188955918388,0.014445459131867455,0.01423975927126686,0.014039835395033284
SSP2,Armenia,,0.0795231977311377,0.07366511242951868,0.06861088394949055,0.06420567577967295,0.060332017805330374,0.04979383527419334,0.047432013411650376,0.04528409749207185,0.04332228683160988,0.041523398261885225,0.04067511399000123,0.03908531437256202,0.037615115748376615,0.03625151096728829,0.034983313011963224,0.030001941454365078,0.02912804359572574,0.028303614673596877,0.027524569854381786,0.026787261990516287,0.022040038089479408,0.02156475017424886,0.021109528466570993,0.020673128472585844,0.020254406524371715,0.017060904826270207,0.016774713043546274,0.016497964424522227,0.01623019917591506,0.0159709868778517,0.014719915017536778,0.014506382302827303,0.014298956177978273,0.014097378382265768,0.013901405015714019,0.014231123545668689,0.014031440384039584,0.013837283367392983,0.013648426226182231,0.013464654877426874,0.01441813056427077,0.014213202751266474,0.014014018662654504,0.013820340157759237,0.013631942081186343,0.012943527122282417,0.012778133011081216,0.012616912425913895,0.012459709364015525,0.01230637550193725,0.010174126576626863,0.010071656270890461,0.00997122947502005,0.009872785663610273,0.00977626667810716,0.008947396372713134,0.008868050410635986,0.008790099366340565,0.00871350677595073,0.008638237435524054,0.008549007148530574,0.008476541137748983,0.0084052933231209,0.00833523324279839,0.00826633144216582,0.008905436862439275,0.008826830084426751,0.008749598861965469,0.008673707401555708,0.008599121140869359,0.009546756588043825,0.009456477895396276,0.009367890644589094,0.009280947741072687,0.009195603822548026,0.010030569460607763,0.009930956313495054,0.009833302218743123,0.009737549947241853,0.009643644477469016
SSP2,Aruba,,0.09539675102533329,0.08708876572441748,0.08011191769274073,0.07417001551456814,0.06904867427251538,0.012377970480426326,0.012226629619916052,0.012078944835216321,0.011934785222889044,0.011794026055009121,0.015421068462374121,0.015186870689738452,0.014959679964557049,0.014739186452292774,0.01452509831991744,0.015423135082560213,0.015188875011505676,0.014961624763011105,0.014741074340130389,0.014526931759134998,0.015578185460971561,0.015339228120482717,0.015107490871673956,0.014882651352223997,0.014664406108818806,0.016447030410922103,0.016180902613560866,0.01592325005512718,0.015673674221220235,0.015431801196617911,0.01768313978540137,0.01737587967619314,0.01707911502848214,0.016792317112916066,0.01651499212798546,0.0190748450134115,0.018717805769369766,0.018373886922721905,0.01804237830394806,0.017722620087787133,0.019418662601878633,0.019048761136387427,0.01869268857669293,0.018349683654655724,0.018019039971419737,0.01862759716803919,0.01828695513436629,0.01795854797330043,0.01764172815195142,0.01733589303967409,0.01782571869967353,0.01751352748528201,0.01721208319319878,0.016920840282556693,0.016639289522137446,0.017039000378644475,0.016753536857781137,0.016477480776272424,0.016210374639769487,0.01595179014533854,0.016273909853812274,0.016013310679355186,0.01576092607354518,0.015516373655432236,0.0152792944141118,0.015511007785288244,0.015274091237194698,0.015044303177856433,0.014821326646291322,0.01460486319820653,0.014637254977234893,0.014426096524085663,0.014220943815933307,0.014021544223320914,0.013827659089887145,0.013587551421928135,0.013405404794945008,0.013228077067200417,0.013055379501019315,0.012887133087877034
SSP2,Australia,,0.03002851703123577,0.029153092885024767,0.028327265483213626,0.027546936110755205,0.026808445573318185,0.027831832179155302,0.027078196362285922,0.026364298704998346,0.025687076935804187,0.02504377554657644,0.02631148113129722,0.025636935389531157,0.024996111689166822,0.02438654293817133,0.023805996970855725,0.025043601146247374,0.02443174233587997,0.023849068050323385,0.02329353885699037,0.02276330102016355,0.02405681535011217,0.023491680334051912,0.02295248782714543,0.022437491574900825,0.02194509860973448,0.022311097270725444,0.021824175958071512,0.02135805402882429,0.02091142664864276,0.020483095891373315,0.020389736693601668,0.01998230280095825,0.019590832846889006,0.01921440661857221,0.01885217329523381,0.019218113273333337,0.018855741497384226,0.01850678239263992,0.018170504814081445,0.017846229809416192,0.018143682217163448,0.017820355352648365,0.01750835032816167,0.0172070826961912,0.016916007555297652,0.01671846376785191,0.016443552825720076,0.01617753664727073,0.01591999041884562,0.015670515954984143,0.015197162762661698,0.014969666307287133,0.014748880487976068,0.014534512697253366,0.014326287095558499,0.013679948304793355,0.013495332849062125,0.013315633936986426,0.013140657748713203,0.01297022051993535,0.01221883772031429,0.012071339976079898,0.011927360749455884,0.01178677562450936,0.01164946598282457,0.010909007331816323,0.010791285123286753,0.010676076537374124,0.01056330191761412,0.010452884938102702,0.009785494156775432,0.009690666199306808,0.009597658494541195,0.009506419130223431,0.009416898149507524,0.008755565990886671,0.008679571430454613,0.008604884718886208,0.00853147238255203,0.00845930208047685
SSP2,Austria,,0.022579238884529396,0.02208067406997216,0.021603650895819948,0.021146802751611515,0.020708876230752127,0.020003793517209045,0.019611489334006693,0.019234276525087468,0.018871300708865224,0.018521770802392368,0.013647804989588508,0.013464050257306903,0.013285177953661576,0.013110996038145029,0.012941322411282208,0.012746508526914058,0.01258607995149208,0.012429639514790702,0.012277040329190303,0.012128142632967132,0.012044830401543694,0.011901479104206025,0.011761499859395563,0.011624775069055238,0.011491192540496797,0.010864066160753305,0.010747306709610438,0.010633030272024335,0.010521158475458092,0.010411616211313035,0.010033126019049154,0.009933462339590804,0.009835759196035632,0.009739959301764411,0.0096460075805056,0.009738757055161251,0.009644828414394846,0.009552694316814048,0.009462303820880313,0.009373607895079239,0.009569261317123212,0.009478558513795088,0.009389559029118866,0.00930221532918396,0.00921648163246136,0.009072473404255321,0.008990903669830574,0.00891078763656794,0.008832086786822568,0.008754763951802413,0.008357337775837026,0.008288071562280841,0.00821994407752813,0.008152927469659677,0.008086994787707802,0.007267411825482517,0.007214977611865514,0.007163294601687076,0.007112346766489308,0.007062118530593686,0.006079062479819708,0.006042330773523785,0.006006040291443693,0.005970183131011719,0.005934751577258313,0.005027828538380463,0.005002675941513379,0.004977773752519399,0.0049531182504989335,0.004928705787909715,0.004195580686471523,0.004178051334983612,0.004160667851113686,0.004143428421686135,0.0041263312634518545,0.003466674230319544,0.0034546979180734017,0.003442804070020289,0.00343099183735851,0.003419260382894862
SSP2,Azerbaijan,,0.038029489843028674,0.03663623260720583,0.03534145484676299,0.03413507174982544,0.03300833003571446,0.025982070880030017,0.025324098361430458,0.024698627879614854,0.024103309214654756,0.023536013405853096,0.021414470860870338,0.020965505651023175,0.020534979423868283,0.020121779103996262,0.019724879437109655,0.019489669341396176,0.019117083701286397,0.01875847633900496,0.01841307510531376,0.018080163693312334,0.02016009748903902,0.01976169969660635,0.01937874280087759,0.019010346191477456,0.018655694971624337,0.0215099652249946,0.021057029257915305,0.020622774883807482,0.020206069657964676,0.01980587085189467,0.021744751585298427,0.021281980212337626,0.02083849575796215,0.020413117103787792,0.020004757643380833,0.021817195977174686,0.021351368975847773,0.020905018218419613,0.020476947262832335,0.020066055698520602,0.02139537623324972,0.020947202945203136,0.020517420376660933,0.020104919295829804,0.019708677916883133,0.02043291102869582,0.020023767175538554,0.019630686872115666,0.019252742316275162,0.018889075807167366,0.019324844608050284,0.018958475024201782,0.018605738593765242,0.01826588825176967,0.01793823053734034,0.018349827428330023,0.018019178610428233,0.01770023491602979,0.01739238560506995,0.017095061700040493,0.017758565765969125,0.01744870184669378,0.0171494659288709,0.016860320437970255,0.01658076345304571,0.017252132304740764,0.016959544007692173,0.016676714533655046,0.01640316365591632,0.01613844214820781,0.01650366769006273,0.01623571878256591,0.015976331556241785,0.015725102111158185,0.01548165155953507,0.015551758619875011,0.015313605129304131,0.015082635603364869,0.01485852981259983,0.01464098628145094
