Scenario,Region,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
SSP2,Afghanistan,38.326031,39.4938482,40.661665400000004,41.8294826,42.9972998,44.165117,45.41255,46.659983000000004,47.907416,49.154849,50.402282,51.6799294,52.9575768,54.235224200000005,55.512871600000004,56.790519,58.072278000000004,59.354037000000005,60.635796,61.917555,63.199314,64.462107,65.7249,66.987693,68.250486,69.513279,70.73464200000002,71.95600500000003,73.17736800000006,74.39873100000007,75.6200940000001,76.77367680000008,77.92725960000006,79.08084240000004,80.23442520000002,81.388008,82.4537256,83.5194432,84.58516080000001,85.65087840000001,86.71659600000001,87.6828538,88.6491116,89.6153694,90.5816272,91.547885,92.38382640000002,93.21976780000004,94.05570920000007,94.89165060000009,95.72759200000012,96.42463100000006,97.12167000000002,97.81870899999997,98.51574799999993,99.21278699999988,99.7433943999999,100.27400179999992,100.80460919999996,101.33521659999998,101.865824,102.2327728,102.59972160000001,102.9666704,103.3336192,103.700568,103.9542316,104.2078952,104.4615588,104.7152224,104.968886,105.1302432,105.2916004,105.4529576,105.6143148,105.775672,105.8439038,105.9121356,105.9803674,106.0485992,106.116831
SSP2,Albania,2.8721300000000003,2.8562824,2.8404347999999997,2.8245872,2.8087395999999996,2.7928919999999993,2.7773715999999995,2.7618511999999997,2.7463307999999995,2.7308103999999997,2.71529,2.6953246,2.6753592,2.6553938,2.6354284,2.615463,2.5929666,2.5704702,2.5479738000000003,2.5254774,2.502981,2.4794761999999997,2.4559713999999997,2.4324665999999993,2.4089617999999993,2.385456999999999,2.361941999999999,2.3384269999999994,2.3149119999999996,2.291397,2.267882,2.2448954000000003,2.2219088,2.1989222,2.1759356,2.152949,2.130812,2.108675,2.086538,2.0644009999999997,2.042264,2.0224303999999997,2.0025968,1.9827632,1.9629295999999998,1.943096,1.9252778,1.9074596,1.8896414,1.8718232,1.854005,1.8376717999999999,1.8213385999999996,1.8050053999999995,1.7886721999999993,1.7723389999999992,1.7570019999999993,1.7416649999999996,1.7263279999999996,1.710991,1.695654,1.6810543999999998,1.6664547999999997,1.6518551999999995,1.6372555999999994,1.6226559999999992,1.6086971999999995,1.5947383999999996,1.5807795999999998,1.5668208,1.5528620000000002,1.5401002000000001,1.5273384,1.5145766,1.5018148,1.489053,1.4781022,1.4671513999999999,1.4562006,1.4452498,1.434299
SSP2,Algeria,43.0909919999999,43.819520399999924,44.54804879999994,45.27657719999996,46.00510559999998,46.733634,47.360443000000004,47.987252,48.614061,49.240869999999994,49.867678999999995,50.4185216,50.9693642,51.5202068,52.0710494,52.621892,53.1431252,53.6643584,54.1855916,54.7068248,55.228058,55.7318588,56.2356596,56.7394604,57.2432612,57.747062,58.2154194,58.683776800000004,59.1521342,59.6204916,60.088849,60.462593799999986,60.83633859999996,61.210083399999945,61.58382819999992,61.957572999999904,62.22091519999992,62.48425739999994,62.747599599999965,63.01094179999998,63.274284,63.4344672,63.5946504,63.7548336,63.9150168,64.0752,64.1739226,64.2726452,64.3713678,64.4700904,64.568813,64.641688,64.714563,64.78743800000001,64.860313,64.933188,64.9958594,65.0585308,65.1212022,65.1838736,65.246545,65.2963134,65.34608180000001,65.3958502,65.4456186,65.49538700000001,65.51737920000001,65.53937140000001,65.5613636,65.5833558,65.605348,65.590855,65.576362,65.561869,65.547376,65.532883,65.46967539999999,65.40646779999996,65.34326019999995,65.28005259999992,65.2168449999999
SSP2,Angola,32.899002,33.9910068,35.0830116,36.175016400000004,37.2670212,38.359026,39.5090286,40.6590312,41.8090338,42.9590364,44.109039,45.3201656,46.5312922,47.7424188,48.9535454,50.164672,51.4213204,52.6779688,53.9346172,55.1912656,56.447914,57.710079199999996,58.9722444,60.2344096,61.496574800000005,62.75874,64.0062528,65.25376560000001,66.5012784,67.74879120000001,68.99630400000001,70.20310200000003,71.40990000000005,72.61669800000006,73.82349600000008,75.0302940000001,76.19320360000007,77.35611320000005,78.51902280000004,79.68193240000002,80.844842,81.9268714,83.0089008,84.0909302,85.17295960000001,86.25498900000001,87.22661620000001,88.19824340000001,89.1698706,90.1414978,91.113125,91.9713946,92.8296642,93.6879338,94.5462034,95.404473,96.1177156,96.8309582,97.5442008,98.2574434,98.970686,99.5220244,100.0733628,100.6247012,101.1760396,101.727378,102.1057648,102.4841516,102.86253839999999,103.24092519999999,103.619312,103.8772068,104.1351016,104.3929964,104.6508912,104.908786,105.0581674,105.2075488,105.35693020000001,105.5063116,105.655693
SSP2,Antigua and Barbuda,0.092375,0.0929904,0.0936058,0.09422119999999999,0.0948366,0.095452,0.09598419999999998,0.09651639999999996,0.09704859999999993,0.09758079999999991,0.0981129999999999,0.09855259999999992,0.09899219999999993,0.09943179999999996,0.09987139999999997,0.100311,0.1006455999999998,0.1009801999999996,0.1013147999999994,0.10164939999999921,0.101983999999999,0.1022041999999992,0.1024243999999994,0.1026445999999996,0.1028647999999998,0.103085,0.10321559999999999,0.1033462,0.1034768,0.1036074,0.103738,0.10379219999999997,0.10384639999999995,0.10390059999999994,0.10395479999999992,0.1040089999999999,0.10401859999999992,0.10402819999999993,0.10403779999999996,0.10404739999999997,0.104057,0.104004,0.103951,0.10389799999999999,0.10384499999999999,0.103792,0.1036782,0.1035644,0.10345059999999999,0.10333679999999999,0.103223,0.10304819999999999,0.10287339999999999,0.1026986,0.1025238,0.102349,0.1021012,0.1018534,0.1016056,0.1013578,0.10111,0.1007832,0.1004564,0.1001296,0.0998028,0.099476,0.09907239999999998,0.09866879999999996,0.09826519999999994,0.09786159999999992,0.0974579999999999,0.09699119999999993,0.09652439999999994,0.09605759999999997,0.09559079999999998,0.095124,0.0945928,0.0940616,0.0935304,0.09299919999999999,0.092468
SSP2,Argentina,44.908441,45.1359914,45.3635418,45.591092200000006,45.818642600000004,46.046193,46.2821092,46.5180254,46.753941600000005,46.9898578,47.225774,47.444641,47.663508,47.882374999999996,48.101242,48.320108999999995,48.515818599999996,48.7115282,48.9072378,49.1029474,49.298657,49.4629318,49.6272066,49.791481399999995,49.955756199999996,50.120031,50.248888,50.377745,50.506602,50.635459,50.764316,50.856348000000004,50.94838,51.040412,51.132444,51.224476,51.2708494,51.3172228,51.363596199999996,51.4099696,51.456343,51.463767399999995,51.4711918,51.4786162,51.4860406,51.493465,51.4676746,51.441884200000004,51.4160938,51.3903034,51.364513,51.3082304,51.2519478,51.1956652,51.139382600000005,51.0831,50.997652,50.912204,50.826755999999996,50.741308,50.65586,50.5432638,50.4306676,50.3180714,50.2054752,50.092879,49.956974,49.821069,49.685164,49.549259,49.413354,49.2582632,49.1031724,48.9480816,48.7929908,48.6379,48.469965800000004,48.3020316,48.1340974,47.9661632,47.798229
SSP2,Armenia,2.812494,2.8023924,2.7922908,2.7821892,2.7720876,2.761986,2.7533596,2.7447331999999998,2.7361068,2.7274803999999997,2.718854,2.7081872,2.6975203999999997,2.6868536,2.6761868,2.66552,2.6547609999999997,2.644002,2.633243,2.622484,2.611725,2.6015973999999997,2.5914698,2.5813422,2.5712146000000002,2.561087,2.5511280000000003,2.541169,2.53121,2.521251,2.511292,2.50124,2.491188,2.481136,2.471084,2.461032,2.4508856,2.4407392,2.4305928,2.4204464,2.4103,2.4010778,2.3918556,2.3826334,2.3734112,2.364189,2.3557314000000003,2.3472738,2.3388162,2.3303586,2.321901,2.3139082,2.3059154,2.2979226,2.2899298,2.281937,2.274161,2.266385,2.258609,2.250833,2.243057,2.2357138,2.2283706,2.2210274,2.2136842,2.206341,2.2001576000000003,2.1939742,2.1877908,2.1816074,2.175424,2.1708034,2.1661828,2.1615622,2.1569416,2.152321,2.148899,2.145477,2.142055,2.138633,2.135211
SSP2,Aruba,0.106664,0.1070858,0.1075076,0.1079294,0.1083512,0.108773,0.1092344,0.1096958,0.1101572,0.1106186,0.11108,0.1115192,0.1119584,0.1123976,0.1128368,0.113276,0.1137034,0.1141308,0.1145582,0.11498560000000001,0.115413,0.1158148,0.1162166,0.1166184,0.1170202,0.117422,0.11779239999999998,0.11816279999999996,0.11853319999999994,0.11890359999999991,0.1192739999999999,0.11964519999999991,0.12001639999999994,0.12038759999999996,0.12075879999999999,0.12113,0.1215452,0.1219604,0.1223756,0.12279079999999999,0.123206,0.1235976,0.1239892,0.1243808,0.12477239999999999,0.125164,0.1255262,0.1258884,0.1262506,0.1266128,0.126975,0.1272744,0.12757380000000001,0.1278732,0.1281726,0.128472,0.1286662,0.1288604,0.1290546,0.1292488,0.129443,0.129525,0.129607,0.129689,0.129771,0.129853,0.1298186,0.1297842,0.1297498,0.12971539999999998,0.129681,0.1295274,0.12937379999999998,0.1292202,0.1290666,0.128913,0.1286294,0.1283458,0.1280622,0.1277786,0.127495
SSP2,Australia,25.544183,25.748613,25.953043,26.157473,26.361903,26.566333,26.7635644,26.9607958,27.1580272,27.3552586,27.55249,27.736073599999997,27.9196572,28.1032408,28.2868244,28.470408,28.6441192,28.8178304,28.9915416,29.1652528,29.338964,29.510486200000003,29.6820084,29.853530600000003,30.0250528,30.196575000000003,30.371015600000003,30.5454562,30.7198968,30.894337399999998,31.068778,31.231455399999998,31.394132799999998,31.5568102,31.7194876,31.882165,32.0330652,32.183965400000005,32.3348656,32.4857658,32.636666000000005,32.7673958,32.8981256,33.028855400000005,33.1595852,33.290315,33.403248,33.516181,33.629114,33.74204700000001,33.854980000000005,33.9498346,34.0446892,34.1395438,34.234398399999996,34.329252999999994,34.4028594,34.4764658,34.550072199999995,34.6236786,34.697285,34.7439476,34.790610199999996,34.8372728,34.8839354,34.930597999999996,34.949844399999996,34.9690908,34.988337200000004,35.007583600000004,35.026830000000004,35.0241722,35.0215144,35.0188566,35.0161988,35.013541,34.9951292,34.9767174,34.9583056,34.9398938,34.921482000000005
SSP2,Austria,8.901099999999989,8.929831999999992,8.958563999999996,8.987296,9.016028000000004,9.044760000000007,9.056957800000006,9.069155600000004,9.081353400000003,9.0935512,9.105749,9.1149338,9.1241186,9.1333034,9.1424882,9.151673,9.1592604,9.166847800000001,9.1744352,9.1820226,9.18961,9.1976928,9.2057756,9.2138584,9.2219412,9.230024,9.237209,9.244394,9.251579000000001,9.258764000000001,9.265949,9.268894800000004,9.271840600000004,9.274786400000007,9.277732200000008,9.28067800000001,9.279989400000009,9.279300800000007,9.278612200000003,9.277923600000001,9.277235,9.273136399999999,9.2690378,9.264939199999999,9.2608406,9.256742,9.2521056,9.2474692,9.2428328,9.2381964,9.23356,9.22757,9.22158,9.21559,9.2096,9.20361,9.1933748,9.183139600000004,9.172904400000006,9.162669200000009,9.15243400000001,9.136485200000008,9.120536400000006,9.104587600000004,9.088638800000002,9.07269,9.0519756,9.0312612,9.0105468,8.9898324,8.969118,8.945318799999999,8.9215196,8.897720399999999,8.8739212,8.850121999999999,8.824319599999999,8.7985172,8.772714800000001,8.746912400000001,8.721110000000001
